frame.time,frame_len_skew,frame_len_kurt,frame_time_delta_skew,frame_time_delta_kurt,tcp_window_size_skew,tcp_window_size_kurt,Class
2011-08-18 05:19:13-03:00,,,,,,,0.0
2011-08-18 05:19:14-03:00,,,,,,,0.0
2011-08-18 05:19:15-03:00,0.8193538448772436,,-1.4657981397091575,,-0.37286875882028675,,0.0
2011-08-18 05:19:16-03:00,0.9475041504941702,0.271008047195501,-1.7542911123898954,3.0420898792368334,1.4947468840292606,2.4868257309192376,0.0
2011-08-18 05:19:17-03:00,1.2561105545657976,0.9320813725695984,-0.5907160373083168,-2.786635218648303,0.3538516692249425,-2.7989708953909513,0.0
2011-08-18 05:19:18-03:00,1.5210644853320066,2.0133580875987582,-0.6977307096443632,-0.7925523443453883,0.6730381134661356,-1.6499188504334057,0.0
2011-08-18 05:19:19-03:00,1.5729414388154568,2.5846536541526275,-0.24159401769726327,-1.3957600942424009,0.5902290229774768,-1.1308069020144202,0.0
2011-08-18 05:19:20-03:00,1.3489077586317981,2.1067791283842854,-0.03310998288025715,-1.1365489288921546,0.19954601105459635,-1.8685565929973293,0.0
2011-08-18 05:19:21-03:00,1.5267685757494414,2.6193869294185985,-0.48943608701156005,-0.21815588949168466,0.0639490211874475,-1.5855476553989514,0.0
2011-08-18 05:19:22-03:00,1.3171886030850235,2.237491058918102,-0.5931073980894641,-0.3286380842032293,-0.17978895353608118,-1.6450494585482605,0.0
2011-08-18 05:19:23-03:00,0.8724218041742282,1.597850265187726,-0.7061016939301248,0.030969578691269026,0.31639167707563576,-0.43801169082202307,0.0
2011-08-18 05:19:24-03:00,0.9102906001946803,1.3505037950276744,-0.43706252359011805,-0.5644296428664088,0.5138261118217466,-0.33972100949683043,0.0
2011-08-18 05:19:25-03:00,0.8649880295570044,1.064218382380378,-0.39890042517924856,-0.366362839823177,0.7997512006861107,0.15583436333828074,0.0
2011-08-18 05:19:26-03:00,0.8936892550899374,1.3651596585511787,-0.32806973516142884,-0.23074429466357768,0.5485954792471389,-0.5837239198081083,0.0
2011-08-18 05:19:27-03:00,1.0036194970921888,1.6244983634648302,-0.41979154708752586,-0.03554302983058022,0.6694188251960448,-0.42542464797558377,0.0
2011-08-18 05:19:28-03:00,1.0855123866823102,1.6912776004531738,-0.3888857436119943,-0.21533282320895056,0.5312412119676749,-0.5525914775825096,0.0
2011-08-18 05:19:29-03:00,1.1786486961042564,1.8842231951679802,-0.3896880884353817,-0.02981863827910621,0.36043561343419267,-0.8548143007280882,0.0
2011-08-18 05:19:30-03:00,0.9366634701724617,0.9117794494846606,-0.2671591737860779,-0.12117303172208409,0.41005199486418187,-0.6925539824856509,0.0
2011-08-18 05:19:31-03:00,0.7690252010577836,0.03368637232166177,-0.17005916018130254,-0.12020512388359225,0.5027010031412064,-0.5846393042188655,0.0
2011-08-18 05:19:32-03:00,0.7136644745259766,-0.37365842747407163,-0.058044391044259264,-0.3634068492835146,0.5704367110206909,-0.5707815315825694,0.0
2011-08-18 05:19:33-03:00,0.5768656960665219,-0.6055431744433089,-0.0546639003991313,-0.5672268766981289,0.6421294157817932,-0.42918265050817533,0.0
2011-08-18 05:19:34-03:00,0.44142089911521476,-0.8759155558937907,0.02910773766092069,-0.544763594384203,0.7184266451990581,-0.30409461581418723,0.0
2011-08-18 05:19:35-03:00,0.3894316218710201,-0.8368963786972359,-0.010006934608308675,-0.639231005698451,0.7592157680632984,-0.15154852633938629,0.0
2011-08-18 05:19:36-03:00,0.2828775641884947,-1.0325826295241292,-0.02095117261525199,-0.5252704455592809,0.7934820577296677,-0.12563605296162572,0.0
2011-08-18 05:19:37-03:00,0.1955837822617402,-1.1792512798952612,0.026369635132291003,-0.6776151426992487,0.852122019443062,0.018187787614717017,0.0
2011-08-18 05:19:38-03:00,0.1577684502586578,-1.1206995859005238,-0.05487072351897093,-0.759155529904314,0.8506793890034591,0.12047521783619235,0.0
2011-08-18 05:19:39-03:00,0.22000217498062158,-1.1471071937275865,-0.3071501586499023,-0.3305009638110001,0.80774820648987,0.1345396962706938,0.0
2011-08-18 05:19:40-03:00,0.24759143734143968,-1.06482144445144,-0.3255727922456012,-0.2217757975801816,0.7310943158707051,0.04583402047485064,0.0
2011-08-18 05:19:41-03:00,0.3039397551545249,-1.0086020044607682,-0.3623492201549192,-0.12102763254183188,0.6822295590821787,0.04439995049487984,0.0
2011-08-18 05:19:42-03:00,0.23069837748372682,-1.0518994227473024,-0.4125907103784017,-0.04107280598511638,0.717280991758065,0.045711988084647034,0.0
2011-08-18 05:19:43-03:00,0.25676310594666074,-1.0688547375608635,-0.44400842742604074,0.06294366484312634,0.7708922141970649,0.12518458001055666,0.0
2011-08-18 05:19:44-03:00,0.30889472208239366,-1.0736144630955704,-0.46001427530910527,0.16889858744044045,0.8030825101720971,0.1413610861736816,0.0
2011-08-18 05:19:45-03:00,0.33605647322504106,-1.0289840032429585,-0.45815356537399504,-0.09041598583281894,0.8510932494469836,0.21022105751974884,0.0
2011-08-18 05:19:46-03:00,1.066042516730678,1.704677740812655,-1.593743244935596,4.378817837912285,0.7792571169928091,-0.14893066200686683,0.0
2011-08-18 05:19:47-03:00,1.128054361345828,1.3539165397326156,-1.7127158262248317,3.667676578857222,0.6848241967412925,-0.43682105046365627,0.0
2011-08-18 05:19:48-03:00,1.0410877440342785,0.754760404096684,-1.5587312986298658,2.399254573277805,0.5970526434387194,-0.6366577243166022,0.0
2011-08-18 05:19:49-03:00,0.9729716724052943,0.631129454564584,-1.3960757319960382,1.649207808566343,0.6153276142246203,-0.5588489002330574,0.0
2011-08-18 05:19:50-03:00,0.9389790928371683,0.6281257144716756,-1.319619734735229,1.4620651880094093,0.5456146459612646,-0.755574476316771,0.0
2011-08-18 05:19:51-03:00,0.9797953770872486,0.7192157828846935,-1.215376934448232,1.1332399306148258,1.0821530098110255,1.3571619441455927,0.0
2011-08-18 05:19:52-03:00,0.9528289879151638,0.7321344139189432,-1.218119172680213,1.2148102951261552,1.063862925464545,1.3975761549655017,0.0
2011-08-18 05:19:53-03:00,0.9037021993698193,0.6728733553440438,-1.211166234504706,1.2733137618755657,0.977050562268173,1.1363498260422544,0.0
