frame.time,frame_len_skew,frame_len_kurt,tcp_time_delta_skew,tcp_time_delta_kurt,tcp_window_size_skew,tcp_window_size_kurt,Class
2011-08-18 05:19:13-03:00,-0.0032366302746808656,-1.9565296370859893,7.084052997656161,65.00663078692806,1.7676545961574532,1.306047133081015,0.0
2011-08-18 05:19:14-03:00,0.14783052952386566,-1.9254746289000522,9.451038783648777,115.14612934662988,1.7129103409090405,1.0870398231198708,0.0
2011-08-18 05:19:15-03:00,0.22169795089366043,-1.9058599860091323,11.189151925291494,163.61291244994138,1.8766519165595936,1.7438854844872385,0.0
2011-08-18 05:19:16-03:00,0.28359591248423116,-1.8665395533810931,11.860539405947415,171.79042775714973,1.4514389709171278,0.3590793573653035,0.0
2011-08-18 05:19:17-03:00,0.27508030861809435,-1.886000470630385,13.985520516902646,231.09285890215912,1.453617982004361,0.2735079744162596,0.0
2011-08-18 05:19:18-03:00,0.24199647212355596,-1.8850708701215175,15.195300171130976,272.7237171283044,1.7410753138928214,1.2297882740785386,0.0
2011-08-18 05:19:19-03:00,0.19348651332466604,-1.914332700446777,12.139299909557582,172.0546860482427,1.6479127251546846,0.907273197076151,0.0
2011-08-18 05:19:20-03:00,0.1401791288441441,-1.9384493271032264,12.232014549113533,174.7668640344448,1.4406720571708727,0.2239437683439669,0.0
2011-08-18 05:19:21-03:00,0.24479909175037076,-1.8944107206791883,13.732884347681555,204.52305991109682,1.5375356533675613,0.47212410786633985,0.0
2011-08-18 05:19:22-03:00,0.3326691923251478,-1.8280094701037257,12.456444453675708,194.24055548709714,1.480239940000582,0.38475785707206445,0.0
2011-08-18 05:19:23-03:00,0.38824914042005737,-1.7973925615837756,10.868076157974672,124.10346281791546,1.2535749560034528,-0.30512719078658446,0.0
2011-08-18 05:19:24-03:00,0.351164695397297,-1.8196990065141931,13.008337190853291,184.28874622916183,1.1669383354471703,-0.4889921837280782,0.0
2011-08-18 05:19:25-03:00,0.38145390753772856,-1.804809056583014,14.234243761115513,220.03070122384662,0.9988027439962063,-0.8839025210522053,0.0
2011-08-18 05:19:26-03:00,0.23556632730857552,-1.8991981130304092,16.308590323566396,301.02185139274576,1.118162984754101,-0.6787200578329298,0.0
2011-08-18 05:19:27-03:00,0.3100623148327132,-1.854505966780983,18.08109613172072,364.17262437608736,1.6690182103300322,0.9779475526865675,0.0
2011-08-18 05:19:28-03:00,0.3528861862541292,-1.809709338389306,14.629200770310797,239.3596650623344,1.3066140161036586,-0.12106699339850557,0.0
2011-08-18 05:19:29-03:00,0.3336659016603027,-1.8315019314802623,16.0723370550607,284.1501373795925,1.1930290263135395,-0.44263942104393683,0.0
2011-08-18 05:19:30-03:00,0.11784649569554242,-1.9327684825700238,15.482209701383079,258.104120784821,1.4996624899387243,0.45073226283687573,0.0
2011-08-18 05:19:31-03:00,0.04734333090895493,-1.951742970677546,19.07892016029792,409.13718331002434,1.6056516233318117,0.7328771935026017,0.0
2011-08-18 05:19:32-03:00,-0.013528470734936212,-1.958127573922539,17.42351207116813,333.39543900524814,1.7698370826897911,1.3187150216248984,0.0
2011-08-18 05:19:33-03:00,0.10851467418005438,-1.9365448592439445,13.835166711992276,206.473661201937,1.5676841910494368,0.5881972719039537,0.0
2011-08-18 05:19:34-03:00,0.06623804479403667,-1.9427672070154087,14.511204774871985,241.77359883469788,1.6114413255227547,0.7341236815619387,0.0
2011-08-18 05:19:35-03:00,0.1523313990369836,-1.9285778001687524,16.091165139667066,279.61787967784556,1.5409003678040203,0.5394869310497117,0.0
2011-08-18 05:19:36-03:00,0.053484435334228135,-1.939894481672686,12.81494172155075,177.43429195383516,1.8147662795495776,1.5072780939505268,0.0
2011-08-18 05:19:37-03:00,0.022577938531355694,-1.9497607991863168,22.545152176669742,621.4347029315704,1.609207181930636,0.774691673909536,0.0
2011-08-18 05:19:38-03:00,0.15477033765622358,-1.9087091915393393,14.820824790070366,243.3448602802198,1.4892735437001023,0.4234791318231519,0.0
